source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Journalist Suspended on ‘Free Speech’ Platform X After Publishing Stolen Trump Document,"The leaked document, an internal profile of JD Vance, is painfully boring.",https://gizmodo.com/journalist-suspended-on-free-speech-platform-x-after-publishing-stolen-trump-document-2000503970,https://gizmodo.com/app/uploads/2024/09/jd-vance-weird-hand.jpg,2024-09-26T20:22:16Z,"Ken Klippenstein, a journalist who previously worked at The Intercept before starting his own Substack, published an internal document from Donald Trump’s presidential campaign Thursday. The document… [+5911 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Lucas Ropek,Trump Promises ‘Very Large Faucet’ Will Funnel Water from Oregon to Los Angeles,"The former President's plan to bring water to the California desert is, like a lot of his promises, a goofy pipe-dream.",https://gizmodo.com/trump-promises-very-large-faucet-will-funnel-water-from-oregon-to-los-angeles-2000504652,https://gizmodo.com/app/uploads/2024/09/Donald-Trump-at-a-campaign-rally-in-Pennsylvania.jpg,2024-09-30T11:00:53Z,"Donald Trump isn’t exactly what you’d call a policy guy. When asked about his positions on various domestic issues, Trump’s typical maneuver is to spit out a bunch of rambling platitudes and then piv… [+3834 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Trump Supporters Flood Social Media With Viral Hoax About Migrants Eating Cats and Ducks,Elon Musk helped amplify the far-right lies on his social media platform X.,https://gizmodo.com/trump-supporters-flood-social-media-with-viral-hoax-about-migrants-eating-cats-and-ducks-2000496412,https://gizmodo.com/app/uploads/2024/09/trump-AI-generated-image-duck-cat.jpg,2024-09-09T20:15:59Z,Supporters of Republican presidential candidate Donald Trump flooded the website formerly known as Twitter with images of cats and ducks on Monday. What prompted this sudden love for animals in a com… [+6091 chars]
"{'id': None, 'name': 'Gizmodo.com'}",Lucas Ropek,Microsoft Is Getting Into Bed With Palmer Luckey to Make Super Soldiers,Luckey's Anduril Industries has landed a lucrative new contract with the DoD that will bring automated headsets to America's warrior class.,https://gizmodo.com/microsoft-is-getting-into-bed-with-palmer-luckey-to-make-super-soldiers-2000500977,https://gizmodo.com/app/uploads/2024/09/Palmer-Luckey-during-an-interview-with-Emily-Chang-1.jpg,2024-09-19T20:35:45Z,"Palmer Luckey, the Trump-loving defense contractor who looks increasingly like Kenny Powers, has long been preoccupied with dystopian visions. In addition to warning us all about the future of killer… [+3655 chars]"
"{'id': 'wired', 'name': 'Wired'}",Makena Kelly,Get Your VP Debate Bingo Card Right Here,Vice presidential nominees J.D. Vance and Tim Walz are debating tonight. Let's follow along together!,https://www.wired.com/story/bingo-how-to-watch-vp-walz-vance-debate/,"https://media.wired.com/photos/66f70c288af4eb900c2450f5/191:100/w_1280,c_limit/vp-debate-498125917.jpg",2024-10-01T10:00:00Z,"On Tuesday night, vice presidential nominees J.D. Vance and Tim Walz will debate one another for the first and only time ahead of the November presidential election.
Before becoming an Ohio senator,… [+1908 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,"How to Watch the Vance-Walz VP Debate, No Cable Required",JD Vance (weird guy) and Tim Walz (the guy who calls him a weird guy) will debate tonight in New York at 9 p.m. ET / 6 p.m. PT.,https://gizmodo.com/how-to-watch-the-vance-walz-vp-debate-no-cable-required-2000505408,https://gizmodo.com/app/uploads/2024/09/vance-walz-debate-getty.jpg,2024-10-01T11:31:51Z,Vice presidential candidates Tim Walz and JD Vance square off Tuesday night in their first and only debate of the 2024 presidential election. While VPs typically don’t swing many voters one way or an… [+6124 chars]
"{'id': None, 'name': 'BBC News'}",,Kamala Harris goes on offensive with 'tough on border' message,"In her first visit to the border since 2021, the Democratic nominee promised ""common-sense solutions"".",https://www.bbc.com/news/articles/ce9jx3zp13mo,https://ichef.bbci.co.uk/news/1024/branded_news/ecf6/live/5b915000-7d45-11ef-b53a-7bf8e64aaf04.jpg,2024-09-28T02:50:27Z,"US Vice-President Kamala Harris has made a rare trip to the US-Mexico border as she seeks to blunt Republican attacks on immigration.
Harris, who last visited the border in 2021, accused Donald Trum… [+5501 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Belief That EVs Are Better for the Environment Drops,"Back in 2022, 63% of Americans believed EVs were greener. Now it's 58%.",https://gizmodo.com/belief-that-evs-are-better-for-the-environment-drops-2000502376,https://gizmodo.com/app/uploads/2024/09/tesla-vehicle-charging-pasadena-sept-23-2024.jpg,2024-09-24T15:30:59Z,"The number of Americans who believe electric vehicles are better for the environment than cars that run on fossil fuels has dipped 5% in the past two years, according to a new poll conducted by Ipsos… [+3561 chars]"
"{'id': 'wired', 'name': 'Wired'}",Andrew Couts,Elon Musk Is a National Security Risk,Musk’s now-deleted post questioning why no one has attempted to assassinate Joe Biden and Kamala Harris renews concerns over his work for the US government—and potential to inspire extremist violence.,https://www.wired.com/story/elon-musk-biden-harris-assassination-post-x/,"https://media.wired.com/photos/66e84ccabc1f5da9f6e4d646/191:100/w_1280,c_limit/Security_MuskTweet_GettyImages-2171035708.jpg",2024-09-16T20:55:30Z,"Shortly following reports of an apparent second assassination attempt against Donald Trump, the former US president and 2024 Republican presidential nominee, Elon Musk decided to speak up.
And no on… [+3216 chars]"
"{'id': 'wired', 'name': 'Wired'}",Angela Watercutter,'Transformers One' Isn’t as Silly as It Looks,It’s messages may be on the nose—it’s an animated kids’ movie!—but it also has more perspective than the franchise has exhibited in years.,https://www.wired.com/story/transformers-one-josh-cooley-interview/,"https://media.wired.com/photos/66eca667a714667d1d937ac0/191:100/w_1280,c_limit/Transformers-One-Culture-T1_FP_107_rgb.jpg",2024-09-21T13:00:00Z,"The new animated Transformers movie is ostensibly about the early lives of the characters from Hasbros 1980s toy line, but it also may be about a class uprising and civil rights. I think Transformers… [+2594 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",John L. Dorman,Trump uninjured after shots fired near Florida golf course,"""President Trump is safe following gunshots in his vicinity,"" Trump campaign spokesman Steven Cheung said in a statement.",https://www.businessinsider.com/trump-shots-fired-florida-golf-course-2024-9,https://i.insider.com/66e73dddbf0250c2149377b7?width=1200&format=jpeg,2024-09-15T20:19:58Z,"Former President Donald Trump.Scott Olson/Getty Images
<ul><li>Donald Trump was uninjured following shots near his golf course in Florida.</li><li>The Trump campaign announced the ex-president is sa… [+1945 chars]"
"{'id': None, 'name': 'BBC News'}",,US voters weigh in on debate performance,"After the 90 minute debate, people share their thoughts on the candidate performances.",https://www.bbc.com/news/videos/ckg2rxy73gyo,https://ichef.bbci.co.uk/news/1024/branded_news/bce5/live/8f1e0570-7062-11ef-b02d-c5f3b724a1ea.jpg,2024-09-11T17:30:06Z,"During a campaign stop in Virginia, Donald Trump spoke about the anticipated debate occurring on ABC,"
"{'id': 'business-insider', 'name': 'Business Insider'}",Katherine Tangalakis-Lippert,Kamala Harris went right for the jugular and baited Trump about his rally crowd size. Then Trump went off the rails.,Kamala Harris goaded Donald Trump during their debate by saying people leave his rallies early. Trump took the bait and got visibly flustered.,https://www.businessinsider.com/kamala-harris-trolled-donald-trump-about-rally-crowd-size-2024-9,https://i.insider.com/66e0f4daa0ff598b266668f3?width=1200&format=jpeg,2024-09-11T01:59:11Z,"Former President Donald Trump and Vice President Kamala Harris.Screenshot from ABC News
<ul><li>Kamala Harris trolled Donald Trump during their debate, saying people leave his rallies early.</li><li… [+1500 chars]"
"{'id': 'wired', 'name': 'Wired'}",Makena Kelly,Would You Vote From Your Phone?,"Bradley Tusk, who has a new book on the topic, argues that mobile voting could completely change elections.",https://www.wired.com/story/vote-from-mobile-phone/,"https://media.wired.com/photos/66f48ed6606a791779a04c4c/191:100/w_1280,c_limit/Politics-Newsletter-bradley_tusk.jpg",2024-09-26T11:00:00Z,"You complete your ballot. You make sure its what you want and then when you hit submit, two things happen: The ballot itself is encrypted, and you get a tracking number, just like for a FedEx package… [+2676 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,JD Vance Says NATO Should Only Get Support If Europe Plays Nice With Elon Musk,Finally somebody is sticking up for the wealthiest man in the world.,https://gizmodo.com/jd-vance-says-nato-should-only-get-support-if-europe-plays-nice-with-elon-musk-2000500039,https://gizmodo.com/app/uploads/2024/09/jd-vance-erie.jpg,2024-09-18T11:00:20Z,"JD Vance, vice presidential candidate and generally weird guy, made a recent appearance on the YouTube show of Shawn Ryan where he defended the honor of Elon Musk. Strangely, Vance insisted that if E… [+2973 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Matthew Gault,RFK Jr. Was Having a ‘Digital and Emotional’ Affair With a New York Magazine Writer,The magazine placed star reporter Olivia Nuzzi on leave pending a review of her work.,https://gizmodo.com/rfk-jr-was-having-a-digital-and-emotional-affair-with-a-new-york-magazine-writer-2000501306,https://gizmodo.com/app/uploads/2024/09/RFKJrRally.jpg,2024-09-20T14:00:25Z,One of Americas premier magazine writers has been placed on leave following the news that she had a romantic relationship with Robert F. Kennedy Jr. while he was running for president and while she w… [+3051 chars]
"{'id': None, 'name': 'NPR'}",Franco Ordoñez,Trump points to Hungary's Viktor Orbán as example of his support from foreign leaders,Former President Donald Trump cited his close ties to Hungarian Prime Minister Viktor Orbán to counter attacks by Vice President Harris in Tuesday night's presidential debate that world leaders are “laughing” at Trump.,https://www.npr.org/2024/09/10/nx-s1-5107967/viktor-orban-hungary-donald-trump-presidential-debate,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3457x1945+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F2e%2Ff0%2Fa9205c9242a0b829e2c3860d1193%2Fgettyimages-1148899659.jpg,2024-09-11T02:48:16Z,"This story first appeared in NPR's live blog of the presidential debate between Kamala Harris and Donald Trump. Follow along for live updates, fact checks and analysis.
Former President Donald Trump… [+1821 chars]"
"{'id': None, 'name': 'NPR'}",Brittney Melton,2nd apparent assassination attempt on Trump: Everything we know so far,The FBI is investigating a second apparent assassination attempt of former President Donald Trump Sunday. The gunman was about 300 to 500 yards from Trump with an AK-style rifle with scope.,https://www.npr.org/2024/09/16/g-s1-23232/up-first-newsletter-second-apparent-assassination-attempt-trump-emmy-awards-recap,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3807x2141+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fdd%2F1f%2Fe24c2a764a8c8927ad563ee31d48%2Fap24258767849701.jpg,2024-09-16T12:01:00Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+6306 chars]"
"{'id': None, 'name': 'NPR'}",Brittney Melton,Complex political past of suspect in Trump's apparent 2nd assassination attempt,"Ryan Routh, the suspect in the Trump apparent assassination attempt, has a colored digital footprint. The former Trump supporter showed a strong interest in Ukraine. And, the battle of Fox News.",https://www.npr.org/2024/09/17/g-s1-23389/up-first-newsletter-ryan-routh-trump-apparent-assassination-attempt-rupert-murdoch-fox-news,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2499x1406+0+87/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F66%2F58%2F279ae4e94006a87cbc916abbbf23%2Fgettyimages-2171592164.jpg,2024-09-17T12:15:21Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+6475 chars]"
"{'id': None, 'name': 'Slashdot.org'}",msmash,Trump Hack Continued Into Last Week,"An anonymous reader shares a report: The alleged Iranian hack of Donald Trump's orbit continued at least until mid-September and may be ongoing, a document the hackers shared with a progressive publication reveals. Iranian authorities have denied any involvem…",https://news.slashdot.org/story/24/09/24/1610215/trump-hack-continued-into-last-week,https://a.fsdn.com/sd/topics/usa_64.png,2024-09-24T16:10:00Z,"The alleged Iranian hack of Donald Trump's orbit continued at least until mid-September and may be ongoing, a document the hackers shared with a progressive publication reveals. Iranian authorities h… [+850 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Brent D. Griffiths,All the signs Trump lost the debate,"By Wednesday morning, there were abundant signs that, frankly, Donald Trump lost his debate against Kamala Harris. It might not even have been close.",https://www.businessinsider.com/trump-lost-debate-polls-prediction-market-reaction-taylor-swift-rematch-2024-9,https://i.insider.com/66e1d2d3cfb7f307e5709086?width=1200&format=jpeg,2024-09-11T17:53:55Z,"Former President Donald Trump has repeatedly declared he won his debate against Vice President Kamala Harris, but even his reactions show he did not.Saul Loeb/AFP/Getty Images
It was a bad sign for … [+7525 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Alice Tecotzky,Where Harris is outspending Trump the most,"Harris is spending most in Pennsylvania and is fueled by huge fundraising numbers. At a Wall Street event on Sunday, she raised $27 million",https://www.businessinsider.com/kamala-harris-outspending-donald-trump-pennsylvania-wall-street-fundraiser-2024-9,https://i.insider.com/66f18be8ce3009a0fac87392?width=1200&format=jpeg,2024-09-23T15:54:46Z,"Harris raised a whopping $27 million at a Wall Street event, where she appealed to the AI and crypto community.Kevin Dietsch/Getty Images
<ul><li>Harris is outspending Trump by nearly $5 million eve… [+3483 chars]"
"{'id': None, 'name': 'Gizmodo.com'}",Lucas Ropek,Newsmax Settles with Smartmatic Over Voting Machine Defamation Claims,The two entities had been set to go to trial over the election vendor's grievance claims.,https://gizmodo.com/newsmax-settles-with-smartmatic-over-voting-machine-defamation-claims-2000504160,https://gizmodo.com/app/uploads/2024/09/Newsmax-booth-at-an-NRA-convention.jpg,2024-09-27T12:20:06Z,"Newsmax, the Trump-happy news broadcasting network accused of spreading the former President’s addled 2020 election conspiracy theories, has agreed to settle its defamation case with Smartmatic, one … [+2372 chars]"
"{'id': None, 'name': 'NPR'}",Luke Garrett,Third-party voters face a tough choice in a tight election,Single-issue voters dissatisfied with Trump and Harris consider third party candidates in tight election,https://www.npr.org/2024/09/22/nx-s1-5113108/third-party-voters,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/4000x2250+0+2492/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fc1%2F82%2Ff957e6fc48149999a6a4c968f310%2Fap24249590785200.jpg,2024-09-22T17:37:19Z,"Voters considering a third-party candidate face the same dilemma every presidential election cycle: should they vote their values and get behind a candidate who likely won't win, or settle and suppor… [+7630 chars]"
"{'id': None, 'name': '[Removed]'}",,[Removed],[Removed],https://removed.com,,2024-09-18T11:15:37Z,[Removed]
"{'id': 'business-insider', 'name': 'Business Insider'}",Brent D. Griffiths,Nikki Haley says Trump and Vance need to change how they speak about women: 'You don't need to call Kamala dumb',Nikki Haley says there's an easy way for Donald Trump to improve his standing among women.,https://www.businessinsider.com/nikki-haley-trump-vance-change-talk-women-kamala-harris-intelligence-2024-9,https://i.insider.com/66df322e83b8099cf9fcd94c?width=1200&format=jpeg,2024-09-09T18:07:03Z,"Former UN Ambassador Nikki Haley has endorsed former President Donald Trump, but conceded he is hurting his standing among women.John Lamparski/Getty Images
<ul><li>Nikki Haley gave Donald Trump som… [+3137 chars]"
"{'id': None, 'name': 'NPR'}",Ron Elving,Trump’s own version of reality continues to confound political actors and observers,"Far from being disqualifying, this feature of the Trump persona presents itself as part and parcel of his appeal.",https://www.npr.org/2024/09/13/nx-s1-5111649/trump-fact-check-reality,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3586x2017+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F5e%2F09%2F50bac2574715a7e6ea4a0658987d%2Fgettyimages-2171257456.jpg,2024-09-14T09:00:00Z,"Eight years ago this month, Donald Trump announced that he had personally laid to rest the controversy about President Obamas country of origin. He gave himself credit for clearing up any questions t… [+10314 chars]"
"{'id': None, 'name': 'NPR'}",Luke Garrett,"Gun shots fired near Trump at his Florida golf course, former president is 'safe'",The Secret Service and the Trump campaign say the former president is 'safe' following a shooting nearby in Florida.,https://www.npr.org/2024/09/15/g-s1-23117/gun-shots-fired-trump-florida-golf-course,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3807x2141+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fdd%2F1f%2Fe24c2a764a8c8927ad563ee31d48%2Fap24258767849701.jpg,2024-09-15T19:58:48Z,"The U.S. Secret Service is responding to a shooting near former President Donald Trump who was at his golf course in West Palm Beach, Fla., Sunday afternoon, according to a Secret Service spokesman. … [+1361 chars]"
"{'id': None, 'name': 'NPR'}",Odette Yousef,"The U.S. has had a long history of political violence, but experts see a new trend",The apparent second assassination attempt of Donald Trump is stirring concern about growing political violence in the U.S.,https://www.npr.org/2024/09/17/nx-s1-5113997/political-violence-trump,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+313/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fe9%2F3b%2F109cb83548ac9bf0b1888cacf81e%2Fgettyimages-2171592879.jpg,2024-09-17T19:43:06Z,"Just days before the apparent second attempted assassination of Donald Trump, Colin Clarke gathered in New York with experts for a global summit on counterterrorism and political violence.
Clarke, d… [+7132 chars]"
"{'id': None, 'name': 'NPR'}",Ximena Bustillo,Trump gets criminal sentencing delayed till after presidential election,A New York judge agreed to delay the sentencing of former President Donald Trump in a criminal hush money case.,https://www.npr.org/2024/09/06/g-s1-21151/donald-trump-hush-money-sentencing-new-york,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/6000x3375+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F0e%2F4d%2Fef35b77948b2821d022381b7ff67%2Fgettyimages-2155448226.jpg,2024-09-06T18:59:57Z,"A New York judge on Friday delayed the sentencing in a criminal case against former President Donald Trump in order to ensure the court is seen as politically impartial. 
Judge Juan Merchan set the … [+3682 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Nathan Rennolds,Trump calls Elon Musk by wrong name as his biographer says the candidate is 'hyper-aware' voters are doubting his mental acuity,"Former president Donald Trump referred to Elon Musk as ""Leon"" during a speech in Wisconsin on Saturday.",https://www.businessinsider.com/trump-calls-elon-musk-wrong-name-speeches-face-scrutiny-2024-9,https://i.insider.com/65f855dd3037f8e81751397b?width=1200&format=jpeg,2024-09-08T14:00:03Z,"Former President Trump at rally.Scott Olson/Getty Images
<ul><li>Donald Trump mistakenly called Elon Musk by the wrong name at a rally on Saturday.</li><li>The former president referred to the Space… [+3433 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Bryan Metzger,Peter Thiel predicts the 2024 election won't be close: 'One side is simply going to collapse',"The right-wing tech billionaire Peter Thiel said that the 'Kamala bubble' might burst, or Trump voters might become demotivated.",https://www.businessinsider.com/peter-thiel-2024-election-cheating-trump-vance-harris2024-9,https://i.insider.com/66e83729cfb7f307e571d1a1?width=1200&format=jpeg,2024-09-16T15:03:41Z,"The right-wing tech billionaire said that the 'Kamala bubble' might burst — or Trump voters might become demotivated.Nordin Catic/Getty Images for The Cambridge Union
<ul><li>Peter Thiel predicted t… [+2486 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Alice Tecotzky,Harris didn't miss a beat dropping ad dollars to link Trump and a scandalized NC Republican,"The ad includes clips of Trump praising Mark Robinson, who allegedly posted racist comments on a porn site.",https://www.businessinsider.com/kamala-harris-mark-robinson-donald-trump-advertisement-north-carolina-governor-2024-9,https://i.insider.com/66edb7a8ce3009a0fac82554?width=1200&format=jpeg,2024-09-20T19:36:33Z,"Trump has endorsed Robinson, whom he once compared to ""fine wine.""Chris Seward
<ul><li>Kamala Harris dropped a TV ad linking Trump with North Carolina governor candidate Mark Robinson.</li><li>Robin… [+3359 chars]"
